month,business_type,market_condition,price,marketing_spend,employees,demand,revenue,operational_cost,profit,customer_churn_rate,risk_flag
2021-05,Retail,Recession,960.95,9340.84,63,862,828338.9,1202842.51,-374503.61,0.25,1
2021-05,Retail,Competitive,745.06,42137.44,16,5063,3772238.78,1413809.07,2358429.71,0.15,0
2021-05,E-Commerce,Competitive,1531.39,49738.56,7,1697,2598768.83,934369.21,1664399.62,0.07,0
2021-05,Manufacturing,Stable,1817.83,27701.88,25,1555,2826725.65,1250719.57,1576006.08,0.03,0
2021-05,E-Commerce,Stable,367.13,17543.1,30,7824,2872425.12,1329270.64,1543154.48,0.11,0
2021-05,Retail,Stable,1649.27,18244.57,18,1145,1888414.15,854768.82,1033645.33,0.06,0
2021-05,E-Commerce,Stable,265.54,27320.65,17,7853,2085285.62,907906.34,1177379.28,0.02,0
2021-05,E-Commerce,Stable,443.85,31085.37,7,4347,1929415.95,714910.15,1214505.8,0.14,0
2021-05,Manufacturing,Stable,1099.08,45069.43,63,852,936416.16,1270994.28,-334578.12,0.04,1
2021-05,Retail,Recession,1535.75,5670.35,25,818,1256243.5,757543.4,498700.1,0.1,0
2021-05,E-Commerce,Competitive,1519.13,24887.98,69,966,1467479.58,1500131.85,-32652.27,0.14,1
2021-05,Retail,Growth,1836.44,26729.96,30,679,1246942.76,850812.79,396129.97,0.16,0
2021-05,E-Commerce,Stable,606.48,36855.74,40,4585,2780710.8,1471068.98,1309641.82,0.05,0
2021-05,E-Commerce,Stable,991.72,48368.01,60,1998,1981456.56,1542804.98,438651.58,0.2,1
2021-05,Retail,Recession,1265.34,11399.39,38,1702,2153608.68,1227481.99,926126.69,0.11,0
2021-05,Retail,Stable,615.23,33074.74,18,3084,1897369.32,872285.54,1025083.78,0.14,0
2021-05,Retail,Recession,1070.65,11570.68,77,2344,2509603.6,1919451.76,590151.84,0.07,0
2021-05,Manufacturing,Competitive,1055.22,21994.32,21,2094,2209630.68,999883.52,1209747.16,0.22,1
2021-05,E-Commerce,Competitive,1752.12,21083.61,65,1632,2859459.84,1853921.56,1005538.28,0.14,0
2021-05,Manufacturing,Competitive,763.61,24984.68,42,1643,1254611.23,1031368.05,223243.18,0.13,0
2021-05,E-Commerce,Competitive,1431.32,33647.92,47,1189,1701839.48,1249199.76,452639.72,0.17,0
2021-05,E-Commerce,Growth,1243.22,19080.28,64,1103,1371271.66,1390461.78,-19190.12,0.18,1
2021-05,Retail,Competitive,1150.87,48723.24,14,1902,2188954.74,915409.66,1273545.08,0.2,1
2021-05,Retail,Stable,235.13,6954.35,65,10935,2571146.55,1753298.32,817848.23,0.05,0
2021-05,Manufacturing,Competitive,790.14,44462.69,9,504,398230.56,298931.86,99298.7,0.23,1
2021-05,Retail,Competitive,1373.62,19207.79,19,607,833787.34,554343.99,279443.35,0.18,0
2021-05,Retail,Stable,1029.63,16996.43,79,1343,1382793.09,1616834.36,-234041.27,0.2,1
2021-05,E-Commerce,Stable,1960.67,31302.33,32,601,1178362.67,864811.13,313551.54,0.04,0
2021-05,Manufacturing,Competitive,1921.81,11131.64,39,1447,2780859.07,1430389.36,1350469.71,0.12,0
2021-05,Manufacturing,Competitive,1619.27,36277.49,11,839,1358567.53,608847.75,749719.78,0.16,0
2021-05,Retail,Stable,654.33,28369.37,6,4559,2983090.47,1013296.51,1969793.96,0.08,0
2021-05,E-Commerce,Growth,1104.17,40090.23,55,2763,3050821.71,1780336.74,1270484.97,0.15,0
2021-05,Manufacturing,Competitive,410.38,38034.51,13,854,350464.52,338173.87,12290.65,0.18,0
2021-05,Manufacturing,Stable,759.98,39696.31,25,4929,3745941.42,1538478.74,2207462.68,0.23,1
2021-05,Manufacturing,Growth,398.17,37150.69,46,8404,3346220.68,1731016.89,1615203.79,0.03,0
2021-05,E-Commerce,Stable,990.24,15086.84,13,2926,2897442.24,1079319.51,1818122.73,0.13,0
2021-05,Retail,Stable,1565.09,11968.84,21,1602,2507274.18,1079151.09,1428123.09,0.16,0
2021-05,Manufacturing,Competitive,1854.7,21830.02,72,919,1704469.3,1613170.81,91298.49,0.11,0
2021-05,E-Commerce,Stable,1736.09,8424.23,8,274,475688.66,271130.83,204557.83,0.14,0
2021-05,E-Commerce,Stable,1471.1,14149.46,24,1066,1568192.6,844607.24,723585.36,0.23,1
2021-05,E-Commerce,Stable,489.85,13461.68,46,4729,2316500.65,1398411.87,918088.78,0.25,1
2021-05,E-Commerce,Stable,1139.89,37646.5,28,3149,3589513.61,1534500.58,2055013.03,0.02,0
2021-05,Manufacturing,Recession,1380.13,12744.86,56,1452,2003948.76,1453929.49,550019.27,0.02,0
2021-05,Manufacturing,Recession,1768.68,22534.14,68,598,1057670.64,1359835.33,-302164.69,0.08,1
2021-05,Manufacturing,Stable,1752.01,27374.14,10,2000,3504020.0,1228580.14,2275439.86,0.24,1
2021-05,E-Commerce,Competitive,880.4,48666.41,45,357,314302.8,817957.25,-503654.45,0.06,1
2021-05,E-Commerce,Recession,879.24,5320.74,25,412,362246.88,488994.8,-126747.92,0.03,1
2021-05,E-Commerce,Stable,1716.06,17019.19,31,486,834005.16,732220.74,101784.42,0.19,1
2021-05,E-Commerce,Competitive,802.02,44786.21,26,4798,3848091.96,1589213.8,2258878.16,0.21,1
2021-05,E-Commerce,Competitive,681.24,20288.14,47,4463,3040374.12,1637400.38,1402973.74,0.03,0
2021-05,Manufacturing,Stable,811.29,19933.86,37,3015,2446039.35,1308745.67,1137293.68,0.23,1
2021-05,Manufacturing,Stable,956.27,18712.93,39,864,826217.28,851578.11,-25360.83,0.05,1
2021-05,Manufacturing,Recession,442.33,38418.79,7,3955,1749415.15,668243.34,1081171.81,0.1,0
2021-05,E-Commerce,Stable,1974.52,12948.55,49,769,1518405.88,1203470.31,314935.57,0.17,0
2021-05,E-Commerce,Growth,1718.97,42341.88,23,2477,4257888.69,1664708.49,2593180.2,0.04,0
2021-05,E-Commerce,Stable,574.14,41489.75,10,4909,2818453.26,1037025.73,1781427.53,0.06,0
2021-05,Retail,Recession,383.52,6614.4,67,3258,1249508.16,1386466.85,-136958.69,0.07,1
2021-05,E-Commerce,Competitive,1141.66,41618.37,8,1233,1407666.78,583918.4,823748.38,0.21,1
2021-05,Retail,Growth,1851.2,47659.38,37,357,660878.4,800922.9,-140044.5,0.23,1
2021-05,Retail,Stable,499.21,34971.07,10,7948,3967721.08,1375287.39,2592433.69,0.17,0
2021-05,Retail,Recession,510.55,33271.25,67,2349,1199281.95,1398055.84,-198773.89,0.24,1
2021-05,Retail,Competitive,1529.8,48836.97,41,2093,3201871.4,1624398.39,1577473.01,0.25,1
2021-05,Retail,Stable,1384.25,12963.21,34,1668,2308929.0,1215641.91,1093287.09,0.24,1
2021-05,Manufacturing,Stable,1979.77,12058.98,16,1122,2221301.94,918449.56,1302852.38,0.24,1
2021-05,Retail,Stable,519.86,43627.99,35,2149,1117179.14,903781.73,213397.41,0.22,1
2021-05,E-Commerce,Stable,1152.15,18718.6,50,1401,1614162.15,1252967.25,361194.9,0.06,0
2021-05,Retail,Competitive,1813.97,19294.76,6,1503,2726396.91,927213.83,1799183.08,0.15,0
2021-05,Manufacturing,Stable,1642.16,13243.89,18,1759,2888559.44,1149811.72,1738747.72,0.24,1
2021-05,E-Commerce,Stable,673.47,29426.45,12,5388,3628656.36,1298023.36,2330633.0,0.19,1
2021-05,Retail,Stable,325.67,49498.14,19,5508,1793790.36,872635.25,921155.11,0.04,0
2021-05,Manufacturing,Stable,692.52,34341.65,75,2793,1934208.36,1739604.16,194604.2,0.13,0
2021-05,E-Commerce,Stable,1493.07,9483.99,13,416,621117.12,390819.13,230297.99,0.11,0
2021-05,Manufacturing,Growth,743.85,8475.09,64,1364,1014611.4,1272858.51,-258247.11,0.13,1
2021-05,Retail,Competitive,1821.46,48621.66,65,592,1078304.32,1347112.96,-268808.64,0.19,1
2021-05,Manufacturing,Growth,760.05,8140.22,52,3349,2545407.45,1551762.45,993645.0,0.23,1
2021-06,E-Commerce,Stable,1245.99,20014.77,33,300,373797.0,627153.87,-253356.87,0.08,1
2021-06,Retail,Competitive,1067.54,8966.38,6,1471,1570351.34,570071.78,1000279.56,0.07,0
2021-06,Retail,Stable,207.82,46006.06,65,4679,972389.78,1312722.99,-340333.21,0.04,1
2021-06,Retail,Stable,1330.17,14098.86,54,1123,1493780.91,1272233.13,221547.78,0.04,0
2021-06,E-Commerce,Competitive,774.45,17472.13,18,1070,828661.5,536070.58,292590.92,0.02,0
2021-06,Manufacturing,Competitive,984.39,47628.36,13,1976,1945154.64,826174.75,1118979.89,0.17,0
2021-06,Retail,Recession,1508.11,10696.19,52,844,1272844.84,1172549.64,100295.2,0.15,0
2021-06,E-Commerce,Stable,1352.54,32822.53,29,524,708730.96,680441.82,28289.14,0.17,0
2021-06,Manufacturing,Recession,925.38,6377.6,26,383,354420.54,502703.76,-148283.22,0.16,1
2021-06,Manufacturing,Stable,1923.44,7139.26,18,200,384688.0,392545.66,-7857.66,0.16,1
2021-06,Retail,Recession,1910.11,36433.74,67,2017,3852691.87,2197241.3,1655450.57,0.04,0
2021-06,Retail,Growth,1120.08,44467.05,74,523,585801.84,1330207.6,-744405.76,0.22,1
2021-06,Manufacturing,Stable,925.43,7735.16,40,1257,1163265.51,956714.81,206550.7,0.06,0
2021-06,Retail,Stable,1221.65,20900.69,47,1915,2339459.75,1427738.61,911721.14,0.15,0
2021-06,E-Commerce,Stable,1029.68,24916.35,10,2460,2533012.8,934820.19,1598192.61,0.13,0
2021-06,Retail,Competitive,1105.11,30456.73,75,2804,3098728.44,2085075.26,1013653.18,0.19,1
2021-06,E-Commerce,Recession,1061.74,38148.06,35,663,703933.62,774328.15,-70394.53,0.08,1
2021-06,Retail,Growth,381.04,44661.17,40,4100,1562264.0,1113340.37,448923.63,0.02,0
2021-06,Retail,Stable,1283.78,43479.23,27,373,478849.94,592134.21,-113284.27,0.25,1
2021-06,E-Commerce,Stable,1327.57,39642.46,55,2276,3021549.32,1771107.26,1250442.06,0.14,0
2021-06,Retail,Stable,762.65,13735.72,76,2427,1850951.55,1709021.18,141930.37,0.09,0
2021-06,Manufacturing,Recession,413.58,16049.94,61,5943,2457905.94,1668421.72,789484.22,0.07,0
2021-06,Retail,Stable,1951.73,7220.16,7,329,642119.17,304855.91,337263.26,0.18,0
2021-06,Retail,Stable,646.7,7211.5,52,3521,2277030.7,1470320.71,806709.99,0.18,0
2021-06,Manufacturing,Competitive,1997.09,5017.99,12,755,1507802.95,637358.88,870444.07,0.11,0
2021-06,Manufacturing,Recession,294.99,38704.08,67,10306,3040166.94,1955754.16,1084412.78,0.08,0
2021-06,Manufacturing,Growth,946.15,48647.25,66,2322,2196960.3,1697735.34,499224.96,0.12,0
2021-06,Manufacturing,Competitive,1976.28,18979.82,36,995,1966398.6,1148899.4,817499.2,0.14,0
2021-06,Retail,Stable,1618.12,35415.98,77,798,1291259.76,1577793.91,-286534.15,0.23,1
2021-06,E-Commerce,Recession,899.79,37778.79,52,505,454393.95,954096.98,-499703.03,0.18,1
2021-06,Manufacturing,Recession,260.01,10201.06,32,5374,1397293.74,909389.18,487904.56,0.21,1
2021-06,Manufacturing,Competitive,1755.97,6151.02,62,191,335390.27,1036768.1,-701377.83,0.05,1
2021-06,Manufacturing,Stable,302.05,28357.19,48,7530,2274436.5,1430688.14,843748.36,0.1,0
2021-06,E-Commerce,Stable,624.7,29097.17,13,3752,2343874.4,927259.49,1416614.91,0.09,0
2021-06,Retail,Recession,1635.65,24558.73,52,1873,3063572.45,1723630.46,1339941.99,0.12,0
2021-06,Manufacturing,Growth,1457.71,22097.1,30,405,590372.55,649208.86,-58836.31,0.14,1
2021-06,E-Commerce,Recession,1675.04,23746.69,28,1833,3070348.32,1364851.19,1705497.13,0.2,1
2021-06,Retail,Competitive,529.76,10563.33,7,5092,2697537.92,924824.71,1772713.21,0.04,0
2021-06,E-Commerce,Competitive,265.57,7597.76,13,5858,1555709.06,669310.48,886398.58,0.06,0
2021-06,Retail,Stable,725.55,7352.0,54,3749,2720086.95,1633378.08,1086708.87,0.13,0
2021-06,E-Commerce,Recession,614.57,26863.24,44,3344,2055122.08,1303399.86,751722.22,0.07,0
2021-06,Manufacturing,Competitive,1740.06,36803.37,64,448,779546.88,1230667.43,-451120.55,0.17,1
2021-06,Manufacturing,Competitive,512.9,8371.94,48,1664,853465.6,984411.62,-130946.02,0.23,1
2021-06,Retail,Stable,1208.62,6215.83,5,681,823070.22,328136.9,494933.32,0.21,1
2021-06,Manufacturing,Competitive,924.33,47971.44,23,1226,1133228.58,732940.01,400288.57,0.02,0
2021-06,Retail,Recession,549.44,36421.69,13,2979,1636781.76,722456.22,914325.54,0.13,0
2021-06,Manufacturing,Stable,1018.56,45418.55,30,4223,4301378.88,1785832.21,2515546.67,0.2,1
2021-06,Manufacturing,Competitive,1144.57,47866.81,38,2477,2835099.89,1468396.78,1366703.11,0.08,0
2021-06,Manufacturing,Competitive,1876.79,7022.97,35,266,499226.14,681790.81,-182564.67,0.14,1
2021-06,Retail,Competitive,893.6,44216.55,27,4457,3982775.2,1644049.11,2338726.09,0.05,0
2021-06,E-Commerce,Competitive,1639.27,33961.47,51,2443,4004736.61,2000382.45,2004354.16,0.17,0
2021-06,E-Commerce,Competitive,1020.39,41047.59,68,2833,2890764.87,1928277.05,962487.82,0.12,0
2021-06,Retail,Competitive,217.65,37127.04,17,12651,2753490.15,1118174.08,1635316.07,0.09,0
2021-06,E-Commerce,Recession,383.77,35010.36,62,8696,3337263.92,1966189.54,1371074.38,0.07,0
2021-06,Retail,Stable,1714.07,48256.0,9,1003,1719212.21,699019.66,1020192.55,0.08,0
2021-06,Manufacturing,Stable,965.69,18858.87,49,1159,1119234.71,1089629.28,29605.43,0.18,0
2021-06,Manufacturing,Growth,1343.12,44308.29,38,1471,1975729.52,1207027.15,768702.37,0.02,0
2021-06,E-Commerce,Competitive,1104.32,28757.13,21,3460,3820947.2,1490041.29,2330905.91,0.08,0
2021-06,E-Commerce,Competitive,294.43,33263.71,66,12084,3557892.12,2090631.35,1467260.77,0.24,1
2021-06,Retail,Stable,573.67,32317.71,11,3026,1735925.42,718095.34,1017830.08,0.02,0
2021-06,E-Commerce,Stable,1403.16,46080.08,32,1228,1723080.48,1043004.22,680076.26,0.09,0
2021-06,Manufacturing,Stable,1302.96,32584.68,13,980,1276900.8,610654.92,666245.88,0.21,1
2021-06,Manufacturing,Stable,1344.7,35979.17,71,1901,2556274.7,1867861.58,688413.12,0.04,0
2021-06,Manufacturing,Stable,1606.62,12018.52,25,446,716552.52,601984.28,114568.24,0.03,0
2021-06,Retail,Competitive,1062.82,30604.78,5,1265,1344467.3,508944.97,835522.33,0.24,1
2021-06,Retail,Recession,1075.48,23873.15,23,2722,2927456.56,1247110.12,1680346.44,0.07,0
2021-06,Manufacturing,Stable,796.67,47806.89,73,3402,2710271.34,1955888.29,754383.05,0.02,0
2021-06,Manufacturing,Growth,753.22,37557.64,21,2578,1941801.16,935097.99,1006703.17,0.11,0
2021-06,Retail,Competitive,1648.47,36716.16,13,988,1628688.36,720322.67,908365.69,0.14,0
2021-06,E-Commerce,Competitive,899.7,37130.34,25,1082,973475.4,704172.96,269302.44,0.16,0
2021-06,Manufacturing,Growth,524.43,19132.26,49,5465,2866009.95,1613935.24,1252074.71,0.15,0
2021-06,Manufacturing,Stable,1482.55,21178.81,46,678,1005168.9,1012729.48,-7560.58,0.22,1
2021-06,E-Commerce,Competitive,1940.73,16538.58,26,541,1049934.93,721519.06,328415.87,0.13,0
2021-06,Retail,Stable,1085.35,28593.77,31,1902,2064335.7,1112894.48,951441.22,0.1,0
2021-06,Manufacturing,Competitive,340.45,43081.64,24,1134,386070.3,518902.73,-132832.43,0.22,1
2021-06,Retail,Stable,730.77,45719.16,25,4004,2926003.08,1298520.08,1627483.0,0.2,1
2021-06,Retail,Stable,793.0,13521.03,6,3066,2431338.0,832922.43,1598415.57,0.06,0
2021-06,Manufacturing,Stable,1434.94,26501.78,10,618,886792.92,442539.66,444253.26,0.05,0
2021-06,Manufacturing,Stable,1285.15,45527.92,55,1780,2287567.0,1556798.02,730768.98,0.06,0
2021-06,E-Commerce,Competitive,1534.94,11706.8,42,238,365315.72,751301.52,-385985.8,0.22,1
2021-06,Retail,Recession,1402.71,5243.73,64,1168,1638365.28,1456753.31,181611.97,0.11,0
2021-06,Manufacturing,Competitive,1249.81,10512.93,69,1393,1740985.33,1567808.53,173176.8,0.25,1
2021-06,E-Commerce,Stable,1128.82,24080.8,71,690,778885.8,1322746.54,-543860.74,0.14,1
2021-06,E-Commerce,Growth,1372.63,45046.03,61,2288,3140577.44,1902219.26,1238358.18,0.18,0
2021-06,Retail,Growth,802.43,49215.78,79,2409,1933053.87,1814131.94,118921.93,0.18,0
2021-06,Manufacturing,Stable,1765.47,35063.28,64,1436,2535214.92,1755627.76,779587.16,0.17,0
2021-06,E-Commerce,Competitive,1535.8,14838.46,19,1606,2466494.8,1039786.9,1426707.9,0.17,0
2021-06,E-Commerce,Stable,1583.49,19864.15,30,2008,3179647.92,1423758.53,1755889.39,0.18,0
2021-06,Retail,Competitive,950.22,43715.44,69,3629,3448348.38,2113219.95,1335128.43,0.1,0
2021-06,E-Commerce,Recession,583.33,21890.56,61,6189,3610229.37,2019959.37,1590270.0,0.05,0
2021-06,Retail,Growth,1345.64,44281.73,56,394,530182.16,1043336.38,-513154.22,0.21,1
2021-06,Manufacturing,Recession,615.83,28075.12,28,5552,3419088.16,1473801.57,1945286.59,0.09,0
2021-06,E-Commerce,Stable,1329.7,46221.35,16,2502,3326909.4,1284294.17,2042615.23,0.21,1
2021-06,E-Commerce,Recession,501.69,20598.27,48,1774,889998.06,1007597.69,-117599.63,0.21,1
2021-06,Manufacturing,Growth,808.22,25054.3,77,3085,2493358.7,1928061.91,565296.79,0.22,1
2021-06,Manufacturing,Recession,1724.82,39572.72,35,2230,3846348.6,1718477.3,2127871.3,0.03,0
2021-06,E-Commerce,Stable,992.86,26426.62,63,1204,1195403.44,1330047.65,-134644.21,0.15,1
2021-06,Retail,Stable,714.22,10565.27,61,882,629942.04,1114547.88,-484605.84,0.03,1
2021-06,E-Commerce,Competitive,781.28,23558.81,6,2720,2125081.6,751083.29,1373998.31,0.14,0
2021-06,E-Commerce,Recession,503.96,31099.54,48,1685,849172.6,1005851.32,-156678.72,0.2,1
2021-06,E-Commerce,Competitive,1911.44,16641.43,35,965,1844539.6,1095003.31,749536.29,0.12,0
2021-06,Retail,Stable,307.9,35698.03,50,2935,903686.5,1056803.98,-153117.48,0.21,1
2021-06,Manufacturing,Competitive,221.53,9991.58,29,10277,2276663.81,1127990.72,1148673.09,0.17,0
2021-06,Manufacturing,Stable,359.6,39189.08,31,10311,3707835.6,1616539.76,2091295.84,0.11,0
2021-06,Manufacturing,Stable,303.44,27268.35,23,6542,1985104.48,967799.69,1017304.79,0.17,0
2021-06,E-Commerce,Competitive,953.71,22546.74,74,1960,1869271.6,1693328.22,175943.38,0.02,0
2021-06,Retail,Stable,756.27,7036.54,41,789,596697.03,801045.65,-204348.62,0.11,1
2021-06,Manufacturing,Growth,1761.41,7788.24,5,1090,1919936.9,658769.31,1261167.59,0.03,0
2021-06,E-Commerce,Recession,1538.87,42951.01,69,1218,1874343.66,1640254.11,234089.55,0.12,0
2021-06,E-Commerce,Competitive,574.05,36311.03,30,4554,2614223.7,1270578.14,1343645.56,0.02,0
2021-06,E-Commerce,Growth,226.65,33104.68,33,5907,1338821.55,929751.15,409070.4,0.16,0
2021-06,Manufacturing,Competitive,889.35,36767.65,9,944,839546.4,423631.57,415914.83,0.04,0
2021-06,Manufacturing,Recession,1947.93,9753.52,68,1658,3229667.94,1998653.9,1231014.04,0.22,1
2021-06,E-Commerce,Growth,307.95,43551.0,60,4083,1257359.85,1320758.96,-63399.11,0.11,1
2021-06,Retail,Competitive,1130.19,42076.95,25,2732,3087679.08,1343380.67,1744298.41,0.15,0
2021-06,Retail,Competitive,302.33,43922.5,14,4922,1488068.26,700342.98,787725.28,0.2,1
2021-06,Retail,Stable,1063.01,10821.15,72,638,678200.38,1294281.26,-616080.88,0.13,1
2021-06,Manufacturing,Stable,555.37,44999.86,74,6850,3804284.5,2296285.21,1507999.29,0.18,0
2021-06,E-Commerce,Competitive,529.08,22917.86,47,5835,3087181.8,1654072.4,1433109.4,0.05,0
2021-06,E-Commerce,Growth,1148.65,36762.65,34,2331,2677503.15,1350013.59,1327489.56,0.14,0
2021-06,Manufacturing,Competitive,1165.81,6918.17,76,343,399872.83,1266880.02,-867007.19,0.21,1
2021-06,Manufacturing,Recession,1402.96,12118.81,61,359,503662.64,1078217.6,-574554.96,0.09,1
2021-06,Retail,Stable,682.46,31803.53,73,3951,2696399.46,1935723.37,760676.09,0.22,1
2021-06,Retail,Stable,587.49,25693.03,33,5083,2986211.67,1416556.53,1569655.14,0.03,0
2021-06,E-Commerce,Stable,240.21,30705.1,14,5484,1317311.64,635898.59,681413.05,0.06,0
2021-06,Manufacturing,Growth,1027.04,5376.63,10,1573,1615533.92,640036.81,975497.11,0.2,1
2021-06,Manufacturing,Competitive,614.24,21282.88,61,3510,2155982.4,1583077.6,572904.8,0.13,0
2021-06,Manufacturing,Competitive,253.02,49535.71,5,9136,2311590.72,818012.93,1493577.79,0.12,0
2021-06,Retail,Growth,299.85,6791.11,44,2079,623388.15,853807.56,-230419.41,0.15,1
2021-06,Retail,Competitive,1361.31,43846.95,68,2946,4010419.26,2266972.73,1743446.53,0.17,0
2021-06,Retail,Competitive,589.23,22626.19,64,5065,2984449.95,1877961.17,1106488.78,0.17,0
2021-06,Retail,Growth,737.25,13527.69,39,4031,2971854.75,1490084.11,1481770.64,0.19,1
2021-06,Manufacturing,Competitive,470.14,31915.8,43,2463,1157954.82,1024302.25,133652.57,0.23,1
2021-06,E-Commerce,Recession,1399.5,22635.37,76,1524,2132838.0,1802486.77,330351.23,0.15,0
2021-06,Retail,Competitive,1096.02,24045.72,53,2281,2500021.62,1569052.21,930969.41,0.21,1
2021-06,Retail,Growth,1642.74,14258.72,14,937,1539247.38,686032.93,853214.45,0.23,1
2021-06,Manufacturing,Competitive,1078.69,39158.35,17,325,350574.25,399330.62,-48756.37,0.04,1
2021-06,E-Commerce,Stable,1767.78,22797.79,75,405,715950.9,1362583.06,-646632.16,0.04,1
2021-06,E-Commerce,Stable,466.82,36503.38,24,4573,2134767.86,1036933.74,1097834.12,0.07,0
2021-06,Manufacturing,Stable,625.73,35508.98,9,4318,2701902.14,981079.62,1720822.52,0.21,1
2021-06,E-Commerce,Growth,878.27,20527.87,72,3482,3058136.14,2017968.71,1040167.43,0.07,0
2021-06,E-Commerce,Growth,934.05,14561.91,66,3380,3157089.0,1951688.61,1205400.39,0.08,0
2021-06,Manufacturing,Growth,1103.35,19157.48,30,1602,1767566.7,999427.49,768139.21,0.13,0
2021-06,E-Commerce,Stable,1863.32,33093.53,72,1878,3499314.96,2162888.02,1336426.94,0.07,0
2021-06,Retail,Stable,1452.3,23405.05,63,1094,1588816.2,1445049.91,143766.29,0.25,1
2021-06,Retail,Stable,347.0,19348.85,68,4657,1615979.0,1524142.55,91836.45,0.02,0
2021-06,Retail,Recession,1869.17,29888.76,57,1802,3368244.34,1895362.06,1472882.28,0.24,1
2021-06,E-Commerce,Competitive,903.63,38936.39,46,2389,2158772.07,1376568.01,782204.06,0.14,0
2021-06,Manufacturing,Competitive,1700.53,21718.85,65,1684,2863692.52,1855826.61,1007865.91,0.07,0
2021-06,Retail,Competitive,1913.22,31226.6,15,2053,3927840.66,1434578.8,2493261.86,0.2,1
2021-06,Retail,Competitive,540.97,32627.49,17,4947,2676178.59,1090481.07,1585697.52,0.19,1
2021-06,Retail,Stable,1632.6,13212.38,49,1342,2190949.2,1405497.14,785452.06,0.15,0
2021-06,Manufacturing,Competitive,690.48,17932.33,65,1851,1278078.48,1376355.87,-98277.39,0.06,1
2021-06,Manufacturing,Growth,536.63,23815.44,20,5948,3191875.24,1281378.01,1910497.23,0.02,0
2021-06,Retail,Recession,1231.79,32568.45,64,2458,3027739.82,1900890.4,1126849.42,0.08,0
2021-06,Manufacturing,Recession,1351.55,13346.99,76,1073,1450213.15,1588410.93,-138197.78,0.08,1
2021-06,E-Commerce,Stable,1465.03,5846.46,25,2015,2952035.45,1266457.1,1685578.35,0.03,0
2021-06,E-Commerce,Stable,1829.74,20749.0,68,704,1288136.96,1427190.09,-139053.13,0.18,1
2021-06,Manufacturing,Growth,315.01,22021.63,45,3540,1115135.4,1031562.25,83573.15,0.21,1
2021-06,Retail,Recession,819.16,22219.96,70,2011,1647330.76,1566419.19,80911.57,0.13,0
2021-06,E-Commerce,Stable,956.82,22414.77,77,1169,1118522.58,1512971.54,-394448.96,0.14,1
2021-06,Manufacturing,Growth,214.84,47551.73,28,20068,4311409.12,1760974.47,2550434.65,0.06,0
2021-06,Retail,Stable,1031.54,26131.78,16,1049,1082085.46,590757.42,491328.04,0.1,0
2021-06,Retail,Stable,1400.63,43786.82,26,1679,2351657.77,1139284.15,1212373.62,0.21,1
2021-06,Retail,Stable,773.36,46824.45,8,748,578473.28,340366.43,238106.85,0.13,0
2021-06,E-Commerce,Stable,981.33,35057.65,71,2532,2484727.56,1845475.92,639251.64,0.16,0
2021-06,Retail,Stable,1388.74,20035.79,74,1925,2673324.5,1932033.14,741291.36,0.18,0
2021-06,Retail,Recession,338.84,22277.7,79,10775,3651001.0,2302578.0,1348423.0,0.04,0
2021-06,Retail,Stable,368.34,41898.12,9,9368,3450609.12,1212080.86,2238528.26,0.09,0
2021-06,E-Commerce,Competitive,827.39,16492.52,47,3446,2851185.94,1576848.3,1274337.64,0.17,0
2021-06,Manufacturing,Competitive,1691.24,43234.65,64,623,1053642.52,1319327.41,-265684.89,0.2,1
2021-06,E-Commerce,Growth,1102.24,32225.08,12,2879,3173348.96,1164229.77,2009119.19,0.2,1
2021-06,E-Commerce,Stable,1520.05,40271.69,24,1242,1887902.1,966642.32,921259.78,0.22,1
2021-06,Retail,Competitive,1672.72,47030.32,72,233,389743.76,1243953.45,-854209.69,0.15,1
2021-06,E-Commerce,Stable,837.91,22222.42,40,4046,3390183.86,1639277.58,1750906.28,0.2,1
2021-06,Retail,Recession,1578.46,24391.17,36,315,497214.9,713555.64,-216340.74,0.15,1
2021-06,Manufacturing,Recession,1451.77,41575.67,27,1144,1660824.88,944823.13,716001.75,0.1,0
2021-06,E-Commerce,Competitive,1240.01,16003.69,53,1229,1523972.29,1268195.38,255776.91,0.18,0
2021-06,E-Commerce,Competitive,304.53,44708.06,34,5616,1710240.48,1067780.2,642460.28,0.17,0
2021-06,Retail,Stable,1548.28,20114.23,22,1692,2619689.76,1136021.16,1483668.6,0.14,0
2021-06,Manufacturing,Competitive,491.16,39101.5,54,2067,1015227.72,1153669.82,-138442.1,0.12,1
2021-06,Manufacturing,Stable,637.58,33637.89,64,775,494124.5,1141875.24,-647750.74,0.12,1
2021-06,Manufacturing,Competitive,1113.88,42065.15,16,1594,1775524.72,814722.57,960802.15,0.08,0
2021-06,Manufacturing,Growth,1014.62,33177.94,38,2346,2380298.52,1317267.5,1063031.02,0.12,0
2021-06,E-Commerce,Recession,416.05,34416.61,64,949,394831.45,1112866.05,-718034.6,0.19,1
2021-06,Manufacturing,Stable,551.35,24522.49,58,2371,1307250.85,1286697.74,20553.11,0.1,0
2021-06,E-Commerce,Stable,884.95,28154.63,45,422,373448.9,815189.3,-441740.4,0.19,1
2021-06,Retail,Stable,904.0,6386.39,76,593,536072.0,1307207.99,-771135.99,0.19,1
2021-06,Retail,Recession,504.66,11090.1,19,510,257376.6,373303.08,-115926.48,0.02,1
2021-06,Retail,Stable,768.36,27444.63,11,3970,3050389.2,1107561.39,1942827.81,0.16,0
